fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color,wine_id
5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,5,white,2340
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,red,3664
5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,white,297
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,white,2024
5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5,white,389
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,white,1824
7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6,white,2109
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,white,299
6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,5,white,818
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,white,1977
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,6,red,4926
8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,white,1547
7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,7,white,3827
7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5,white,2763
7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6,white,2689
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6,red,3286
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,red,3992
6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,6,white,3288
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,white,1082
6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,7,white,4172
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,red,2613
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,white,4668
5.1,0.21,0.28,1.4,0.047,48,148,0.99168,3.5,0.49,10.4,5,white,1023
7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,5,white,2479
7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,7,white,114
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,white,2301
6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6,white,3596
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,red,783
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,white,4001
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7,white,3093
7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4,red,4704
6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6,white,2767
7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5,white,1867
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,red,853
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6,white,4594
6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6,white,4963
7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6,white,2379
6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,white,2747
8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,5,white,3614
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,white,4223
8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5,red,3034
8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,7,red,679
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,white,3839
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,white,2719
6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7,white,1594
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,white,3472
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,white,339
7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6,white,3597
5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5,red,4765
10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5,red,4508
5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6,white,4314
7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,4,white,3943
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,white,1533
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,white,4573
6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8,white,3610
7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,white,3392
6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,5,white,899
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9,white,4117
6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,7,white,1987
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,red,1666
6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,white,149
5.9,0.48,0.3,1.5,0.037,19,78,0.99057,3.47,0.42,11.9,7,white,4010
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,white,3845
7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6,6,white,4348
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,white,2376
5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,7,white,2058
6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,6,white,2614
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,white,273
8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6,white,1913
6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,6,white,511
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6,red,4656
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,red,472
5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7,white,4525
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,white,4062
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,red,4878
7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,5,red,1112
9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6,white,3474
6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3,6,white,2908
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,white,4256
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,white,2905
6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,white,101
7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6,white,5065
7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,5,white,2825
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,white,4902
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,white,3081
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,red,316
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6,white,4048
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4,red,2744
7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5,white,1581
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6,red,1169
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,7,white,2209
5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,5,white,3961
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,red,2969
8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7,white,1878
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,white,3380
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,white,3076
10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5,red,4202
9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5,white,1840
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,white,81
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,white,1475
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,white,860
6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8,white,3683
7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5,red,5113
8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5,white,1021
6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5,white,3774
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,red,4430
6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6,white,4630
7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,7,white,5194
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,white,5147
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,white,1431
5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5,white,4872
9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6,white,3357
6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7,white,3709
6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6,white,2800
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,red,3397
6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,4,white,4782
5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7,white,278
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4,red,4360
8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,red,3660
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6,white,4745
7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,red,570
6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,7,white,3285
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,white,3771
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,red,2656
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,white,4761
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6,white,4932
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6,red,4608
6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5,white,4255
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,white,701
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,white,4989
7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,white,906
7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,7,white,3223
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,white,225
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,white,582
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,white,2432
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6,white,4911
7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6,white,1653
7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5,white,2449
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,white,1749
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,white,4733
6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,6,white,3594
8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6,white,395
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,red,3732
7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,5,white,4411
7.7,0.15,0.29,1.3,0.029,10,64,0.9932,3.35,0.39,10.1,5,white,4910
8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7,white,1923
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6,red,2567
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,red,221
5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,white,4111
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,white,3581
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,white,4762
6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5,white,3495
6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,6,white,5174
6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6,white,1088
7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6,white,2332
7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,white,1078
7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,5,white,2861
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,6,white,3587
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,white,801
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,white,2820
8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5,red,1877
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5,red,3350
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5,white,2373
6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,white,3575
7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6,white,654
7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4,white,3914
7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5,white,4150
7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,white,369
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,red,4830
9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,5,white,3636
6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5,white,2770
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5,red,2951
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6,white,3466
6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5,white,2672
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,white,871
6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5,white,3605
9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,red,3304
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,5,red,2669
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,red,255
6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,5,white,169
6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,5,white,3386
7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,white,4240
6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5,white,5027
7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,white,1920
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,white,943
7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6,white,4278
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6,red,325
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7,red,1802
7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6,white,3267
5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5,white,756
7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5,white,4006
7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,7,white,4333
6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6,white,633
13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,red,2263
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,white,4771
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5,red,2906
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6,white,4520
7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,white,4300
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,red,4367
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,white,4667
7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6,white,1280
7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5,white,684
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5,white,510
7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5,red,5041
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,red,667
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,red,3259
6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,6,white,5125
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,red,994
6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,5,white,1717
6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8,5,white,3456
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,white,4623
7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6,white,3219
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,white,4178
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,white,5017
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4,red,3613
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,white,3619
6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,5,red,311
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,white,3918
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,white,1339
7.4,0.38,0.27,7.5,0.041,24,160,0.99535,3.17,0.43,10,5,white,3119
8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5,white,2642
5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,7,white,3468
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6,white,5141
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6,red,2537
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,white,2742
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,red,4450
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,red,951
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,white,4713
6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,6,white,4188
6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6,white,426
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,red,4425
7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,6,white,1127
6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5,white,4928
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6,white,270
5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,7,white,2922
6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,6,white,1290
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,white,2913
10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,red,3757
6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,4,white,831
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,white,1891
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,white,301
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,white,2104
6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8,white,1243
6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6,white,3398
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,white,112
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,white,3240
7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6,white,24
5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7,white,1730
6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6,white,293
7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5,white,3821
7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5,white,2710
7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7,white,1726
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5,red,504
6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6,red,4036
8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5,red,3922
7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,7,white,5028
6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,5,white,2381
9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,4,white,942
6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5,white,2852
6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7,white,766
7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,white,4458
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,white,320
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,red,3690
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,red,3898
6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,white,4586
9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5,red,4035
7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,white,249
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,8,white,3752
8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5,red,1375
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,white,1727
9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,4,white,3167
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,red,645
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,white,1414
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,white,4319
6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6,white,3829
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6,red,3713
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,white,902
5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6,white,3337
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,white,1433
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,white,2940
6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7,white,85
7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,white,2948
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,red,399
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6,red,4945
6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,white,3231
6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,6,white,3417
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,red,1465
6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6,white,5005
10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5,red,3243
12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6,red,1361
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,white,135
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7,white,3055
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,red,430
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,red,826
7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5,white,3308
